   2.4606763e+06   7.2094880e-01  -6.7881969e-01  -8.0687106e-02   4.6975719e-02
   2.4606773e+06   7.1917106e-01  -6.7841590e-01  -7.9068661e-02   4.9894588e-02
   2.4606783e+06   7.1742166e-01  -6.7796120e-01  -7.7394804e-02   5.2802892e-02
   2.4606793e+06   7.1570170e-01  -6.7745566e-01  -7.5665939e-02   5.5698840e-02
   2.4606803e+06   7.1401229e-01  -6.7689940e-01  -7.3882523e-02   5.8580633e-02
   2.4606813e+06   7.1235451e-01  -6.7629256e-01  -7.2045072e-02   6.1446463e-02
   2.4606823e+06   7.1072944e-01  -6.7563533e-01  -7.0154157e-02   6.4294521e-02
   2.4606833e+06   7.0913814e-01  -6.7492791e-01  -6.8210407e-02   6.7122993e-02
   2.4606843e+06   7.0758168e-01  -6.7417055e-01  -6.6214507e-02   6.9930066e-02
   2.4606853e+06   7.0606110e-01  -6.7336353e-01  -6.4167201e-02   7.2713924e-02
   2.4606863e+06   7.0457742e-01  -6.7250715e-01  -6.2069288e-02   7.5472757e-02
   2.4606873e+06   7.0313166e-01  -6.7160175e-01  -5.9921625e-02   7.8204758e-02
   2.4606883e+06   7.0172481e-01  -6.7064772e-01  -5.7725126e-02   8.0908126e-02
   2.4606893e+06   7.0035786e-01  -6.6964546e-01  -5.5480763e-02   8.3581066e-02
   2.4606903e+06   6.9903177e-01  -6.6859541e-01  -5.3189561e-02   8.6221796e-02
   2.4606913e+06   6.9774747e-01  -6.6749804e-01  -5.0852605e-02   8.8828543e-02
   2.4606923e+06   6.9650588e-01  -6.6635386e-01  -4.8471031e-02   9.1399547e-02
   2.4606933e+06   6.9530791e-01  -6.6516339e-01  -4.6046034e-02   9.3933065e-02
   2.4606943e+06   6.9415443e-01  -6.6392722e-01  -4.3578862e-02   9.6427371e-02
   2.4606953e+06   6.9304629e-01  -6.6264592e-01  -4.1070815e-02   9.8880755e-02
   2.4606963e+06   6.9198431e-01  -6.6132015e-01  -3.8523247e-02   1.0129153e-01
   2.4606973e+06   6.9096931e-01  -6.5995054e-01  -3.5937565e-02   1.0365803e-01
   2.4606983e+06   6.9000204e-01  -6.5853779e-01  -3.3315224e-02   1.0597863e-01
   2.4606993e+06   6.8908326e-01  -6.5708262e-01  -3.0657732e-02   1.0825169e-01
   2.4607003e+06   6.8821369e-01  -6.5558578e-01  -2.7966642e-02   1.1047564e-01
   2.4607013e+06   6.8739401e-01  -6.5404803e-01  -2.5243558e-02   1.1264892e-01
   2.4607023e+06   6.8662488e-01  -6.5247018e-01  -2.2490128e-02   1.1477001e-01
   2.4607033e+06   6.8590693e-01  -6.5085307e-01  -1.9708046e-02   1.1683741e-01
   2.4607043e+06   6.8524074e-01  -6.4919754e-01  -1.6899048e-02   1.1884967e-01
   2.4607053e+06   6.8462688e-01  -6.4750448e-01  -1.4064911e-02   1.2080538e-01
   2.4607063e+06   6.8406588e-01  -6.4577479e-01  -1.1207455e-02   1.2270314e-01
   2.4607073e+06   6.8355822e-01  -6.4400941e-01  -8.3285369e-03   1.2454163e-01
   2.4607083e+06   6.8310437e-01  -6.4220928e-01  -5.4300488e-03   1.2631954e-01
   2.4607093e+06   6.8270475e-01  -6.4037540e-01  -2.5139194e-03   1.2803562e-01
   2.4607103e+06   6.8235973e-01  -6.3850875e-01   4.1789041e-04   1.2968866e-01
   2.4607113e+06   6.8206967e-01  -6.3661036e-01   3.3633887e-03   1.3127749e-01
   2.4607123e+06   6.8183487e-01  -6.3468128e-01   6.3205548e-03   1.3280101e-01
   2.4607133e+06   6.8165562e-01  -6.3272254e-01   9.2873412e-03   1.3425815e-01
   2.4607143e+06   6.8153213e-01  -6.3073525e-01   1.2261676e-02   1.3564789e-01
   2.4607153e+06   6.8146461e-01  -6.2872050e-01   1.5241465e-02   1.3696927e-01
   2.4607163e+06   6.8145321e-01  -6.2667939e-01   1.8224594e-02   1.3822138e-01
   2.4607173e+06   6.8149804e-01  -6.2461306e-01   2.1208931e-02   1.3940338e-01
   2.4607183e+06   6.8159917e-01  -6.2252265e-01   2.4192329e-02   1.4051445e-01
   2.4607193e+06   6.8175665e-01  -6.2040932e-01   2.7172628e-02   1.4155387e-01
   2.4607203e+06   6.8197047e-01  -6.1827424e-01   3.0147658e-02   1.4252094e-01
   2.4607213e+06   6.8224057e-01  -6.1611859e-01   3.3115241e-02   1.4341505e-01
   2.4607223e+06   6.8256687e-01  -6.1394357e-01   3.6073192e-02   1.4423562e-01
   2.4607233e+06   6.8294925e-01  -6.1175037e-01   3.9019328e-02   1.4498217e-01
   2.4607243e+06   6.8338753e-01  -6.0954020e-01   4.1951461e-02   1.4565424e-01
   2.4607253e+06   6.8388149e-01  -6.0731429e-01   4.4867410e-02   1.4625146e-01
   2.4607263e+06   6.8443090e-01  -6.0507385e-01   4.7764995e-02   1.4677350e-01
   2.4607273e+06   6.8503546e-01  -6.0282012e-01   5.0642048e-02   1.4722013e-01
   2.4607283e+06   6.8569484e-01  -6.0055433e-01   5.3496410e-02   1.4759114e-01
   2.4607293e+06   6.8640866e-01  -5.9827771e-01   5.6325935e-02   1.4788642e-01
   2.4607303e+06   6.8717651e-01  -5.9599150e-01   5.9128494e-02   1.4810589e-01
   2.4607313e+06   6.8799794e-01  -5.9369695e-01   6.1901978e-02   1.4824957e-01
   2.4607323e+06   6.8887247e-01  -5.9139528e-01   6.4644296e-02   1.4831753e-01
   2.4607333e+06   6.8979955e-01  -5.8908774e-01   6.7353385e-02   1.4830989e-01
